customer_service::0000 VL    pred=1 true=1 lat=4007ms
      teaching::0068 GR    pred=11 true=21 lat=1451ms
      teaching::0068 GACA  pred=16 true=21 lat=2417ms
      teaching::0088 VL    pred=11 true=17 lat=1900ms
      teaching::0088 FR    pred=11 true=17 lat=2026ms
      teaching::0088 GR    pred=17 true=17 lat=1598ms
      teaching::0088 GACA  pred=11 true=17 lat=2209ms
      teaching::0009 VL    pred=10 true=10 lat=1611ms
      teaching::0009 FR    pred=1 true=10 lat=1420ms
      teaching::0009 GR    pred=1 true=10 lat=1647ms
      teaching::0009 GACA  pred=10 true=10 lat=1942ms
      teaching::0029 VL    pred=5 true=6 lat=1754ms
      teaching::0029 FR    pred=5 true=6 lat=1876ms
      teaching::0029 GR    pred=5 true=6 lat=1579ms
      teaching::0029 GACA  pred=6 true=6 lat=3080ms
      teaching::0049 VL    pred=11 true=2 lat=1533ms
      teaching::0049 FR    pred=11 true=2 lat=2006ms
      teaching::0049 GR    pred=11 true=2 lat=1745ms
      teaching::0049 GACA  pred=11 true=2 lat=2417ms
      teaching::0069 VL    pred=19 true=22 lat=1787ms
      teaching::0069 FR    pred=19 true=22 lat=1684ms
      teaching::0069 GR    pred=19 true=22 lat=1706ms
      teaching::0069 GACA  pred=23 true=22 lat=2423ms
      teaching::0089 VL    pred=18 true=18 lat=1801ms
      teaching::0089 FR    pred=18 true=18 lat=1756ms
      teaching::0089 GR    pred=18 true=18 lat=1698ms
      teaching::0089 GACA  pred=18 true=18 lat=2204ms
      teaching::0010 VL    pred=11 true=11 lat=1582ms
      teaching::0010 FR    pred=11 true=11 lat=1707ms
      teaching::0010 GR    pred=11 true=11 lat=1527ms
      teaching::0010 GACA  pred=11 true=11 lat=2342ms
      teaching::0030 VL    pred=11 true=7 lat=1761ms
      teaching::0030 FR    pred=11 true=7 lat=1423ms
      teaching::0030 GR    pred=11 true=7 lat=1452ms
      teaching::0030 GACA  pred=11 true=7 lat=2231ms
      teaching::0050 VL    pred=3 true=3 lat=1917ms
      teaching::0050 FR    pred=3 true=3 lat=1672ms
      teaching::0050 GR    pred=3 true=3 lat=1732ms
      teaching::0050 GACA  pred=18 true=3 lat=2328ms
      teaching::0070 VL    pred=8 true=23 lat=1975ms
      teaching::0070 FR    pred=17 true=23 lat=2315ms
      teaching::0070 GR    pred=11 true=23 lat=1835ms
      teaching::0070 GACA  pred=8 true=23 lat=2542ms
      teaching::0090 VL    pred=19 true=19 lat=1944ms
      teaching::0090 FR    pred=19 true=19 lat=1534ms
      teaching::0090 GR    pred=19 true=19 lat=1710ms
      teaching::0090 GACA  pred=19 true=19 lat=2739ms
      teaching::0011 VL    pred=19 true=12 lat=1513ms
      teaching::0011 FR    pred=19 true=12 lat=2499ms
      teaching::0011 GR    pred=19 true=12 lat=1554ms
      teaching::0011 GACA  pred=12 true=12 lat=2591ms
      teaching::0031 VL    pred=11 true=8 lat=1506ms
      teaching::0031 FR    pred=11 true=8 lat=1645ms
      teaching::0031 GR    pred=11 true=8 lat=1655ms
      teaching::0031 GACA  pred=11 true=8 lat=2098ms
      teaching::0051 VL    pred=4 true=4 lat=2271ms
      teaching::0051 FR    pred=4 true=4 lat=1396ms
      teaching::0051 GR    pred=4 true=4 lat=2042ms
      teaching::0051 GACA  pred=4 true=4 lat=2410ms
      teaching::0071 VL    pred=11 true=24 lat=1562ms
      teaching::0071 FR    pred=11 true=24 lat=1492ms
      teaching::0071 GR    pred=11 true=24 lat=1656ms
      teaching::0071 GACA  pred=11 true=24 lat=2445ms
      teaching::0091 VL    pred=20 true=20 lat=1730ms
      teaching::0091 FR    pred=20 true=20 lat=2023ms
      teaching::0091 GR    pred=20 true=20 lat=1711ms
      teaching::0091 GACA  pred=20 true=20 lat=2537ms
      teaching::0012 VL    pred=19 true=13 lat=1648ms
      teaching::0012 FR    pred=19 true=13 lat=1577ms
      teaching::0012 GR    pred=19 true=13 lat=1602ms
      teaching::0012 GACA  pred=19 true=13 lat=2140ms
      teaching::0032 VL    pred=1 true=9 lat=1745ms
      teaching::0032 FR    pred=1 true=9 lat=1547ms
      teaching::0032 GR    pred=1 true=9 lat=1521ms
      teaching::0032 GACA  pred=10 true=9 lat=2091ms
      teaching::0052 VL    pred=5 true=5 lat=1643ms
      teaching::0052 FR    pred=5 true=5 lat=1739ms
      teaching::0052 GR    pred=5 true=5 lat=1960ms
      teaching::0052 GACA  pred=5 true=5 lat=2133ms
      teaching::0072 VL    pred=1 true=1 lat=1809ms
      teaching::0072 FR    pred=11 true=1 lat=1317ms
      teaching::0072 GR    pred=11 true=1 lat=1603ms
      teaching::0072 GACA  pred=11 true=1 lat=1908ms
      teaching::0092 VL    pred=21 true=21 lat=1825ms
      teaching::0092 FR    pred=21 true=21 lat=1781ms
      teaching::0092 GR    pred=21 true=21 lat=1824ms
      teaching::0092 GACA  pred=21 true=21 lat=2056ms
      teaching::0013 VL    pred=14 true=14 lat=1811ms
      teaching::0013 FR    pred=14 true=14 lat=1821ms
      teaching::0013 GR    pred=14 true=14 lat=1749ms
      teaching::0013 GACA  pred=14 true=14 lat=2441ms
      teaching::0033 VL    pred=10 true=10 lat=1844ms
      teaching::0033 FR    pred=9 true=10 lat=1686ms
      teaching::0033 GR    pred=10 true=10 lat=1398ms
      teaching::0033 GACA  pred=10 true=10 lat=1837ms
      teaching::0053 VL    pred=5 true=6 lat=1537ms
      teaching::0053 FR    pred=5 true=6 lat=1662ms
      teaching::0053 GR    pred=5 true=6 lat=1695ms
      teaching::0053 GACA  pred=6 true=6 lat=2015ms
      teaching::0073 VL    pred=1 true=2 lat=1722ms
      teaching::0073 FR    pred=11 true=2 lat=1598ms
      teaching::0073 GR    pred=1 true=2 lat=1457ms
      teaching::0073 GACA  pred=10 true=2 lat=2114ms
      teaching::0093 VL    pred=5 true=22 lat=1479ms
      teaching::0093 FR    pred=5 true=22 lat=1782ms
      teaching::0093 GR    pred=5 true=22 lat=1900ms
      teaching::0093 GACA  pred=22 true=22 lat=2342ms
      teaching::0014 VL    pred=5 true=15 lat=1775ms
      teaching::0014 FR    pred=5 true=15 lat=2082ms
      teaching::0014 GR    pred=5 true=15 lat=1821ms
      teaching::0014 GACA  pred=5 true=15 lat=2376ms
      teaching::0034 VL    pred=11 true=11 lat=1586ms
      teaching::0034 FR    pred=11 true=11 lat=1539ms
      teaching::0034 GR    pred=11 true=11 lat=1677ms
      teaching::0034 GACA  pred=11 true=11 lat=2261ms
      teaching::0054 VL    pred=11 true=7 lat=1865ms
      teaching::0054 FR    pred=11 true=7 lat=1701ms
      teaching::0054 GR    pred=11 true=7 lat=1633ms
      teaching::0054 GACA  pred=11 true=7 lat=2054ms
      teaching::0074 VL    pred=3 true=3 lat=2017ms
      teaching::0074 FR    pred=10 true=3 lat=1388ms
      teaching::0074 GR    pred=3 true=3 lat=1728ms
      teaching::0074 GACA  pred=10 true=3 lat=2119ms
      teaching::0094 VL    pred=5 true=23 lat=1739ms
      teaching::0094 FR    pred=17 true=23 lat=1636ms
      teaching::0094 GR    pred=17 true=23 lat=1660ms
      teaching::0094 GACA  pred=23 true=23 lat=2097ms
      teaching::0015 VL    pred=11 true=16 lat=1446ms
      teaching::0015 FR    pred=11 true=16 lat=1426ms
      teaching::0015 GR    pred=11 true=16 lat=2226ms
      teaching::0015 GACA  pred=10 true=16 lat=1897ms
      teaching::0035 VL    pred=19 true=12 lat=1755ms
      teaching::0035 FR    pred=19 true=12 lat=1400ms
      teaching::0035 GR    pred=19 true=12 lat=1767ms
      teaching::0035 GACA  pred=12 true=12 lat=15297ms
      teaching::0055 VL    pred=11 true=8 lat=1840ms
      teaching::0055 FR    pred=11 true=8 lat=1431ms
      teaching::0055 GR    pred=11 true=8 lat=1433ms
      teaching::0055 GACA  pred=11 true=8 lat=2218ms
      teaching::0075 VL    pred=4 true=4 lat=1445ms
      teaching::0075 FR    pred=4 true=4 lat=1666ms
      teaching::0075 GR    pred=4 true=4 lat=2006ms
      teaching::0075 GACA  pred=4 true=4 lat=1822ms
      teaching::0095 VL    pred=11 true=24 lat=1429ms
      teaching::0095 FR    pred=11 true=24 lat=1346ms
      teaching::0095 GR    pred=11 true=24 lat=1463ms
      teaching::0095 GACA  pred=11 true=24 lat=2083ms
      teaching::0016 VL    pred=17 true=17 lat=1872ms
      teaching::0016 FR    pred=17 true=17 lat=1622ms
      teaching::0016 GR    pred=17 true=17 lat=1760ms
      teaching::0016 GACA  pred=17 true=17 lat=2117ms
      teaching::0036 VL    pred=17 true=13 lat=1912ms
      teaching::0036 FR    pred=11 true=13 lat=1499ms
      teaching::0036 GR    pred=17 true=13 lat=1545ms
      teaching::0036 GACA  pred=13 true=13 lat=2428ms
      teaching::0056 VL    pred=9 true=9 lat=1883ms
      teaching::0056 FR    pred=9 true=9 lat=2277ms
      teaching::0056 GR    pred=1 true=9 lat=1737ms
      teaching::0056 GACA  pred=10 true=9 lat=2097ms
      teaching::0076 VL    pred=5 true=5 lat=1870ms
      teaching::0076 FR    pred=5 true=5 lat=3181ms
      teaching::0076 GR    pred=5 true=5 lat=2019ms
      teaching::0076 GACA  pred=5 true=5 lat=2151ms
      teaching::0096 VL    pred=1 true=1 lat=2336ms
      teaching::0096 FR    pred=1 true=1 lat=1792ms
      teaching::0096 GR    pred=1 true=1 lat=1654ms
      teaching::0096 GACA  pred=1 true=1 lat=2123ms
      teaching::0017 VL    pred=18 true=18 lat=1849ms
      teaching::0017 FR    pred=18 true=18 lat=1344ms
      teaching::0017 GR    pred=18 true=18 lat=1656ms
      teaching::0017 GACA  pred=18 true=18 lat=2352ms
      teaching::0037 VL    pred=14 true=14 lat=1817ms
      teaching::0037 FR    pred=14 true=14 lat=1815ms
      teaching::0037 GR    pred=14 true=14 lat=1825ms
      teaching::0037 GACA  pred=14 true=14 lat=2327ms
      teaching::0057 VL    pred=1 true=10 lat=1681ms
      teaching::0057 FR    pred=1 true=10 lat=1565ms
      teaching::0057 GR    pred=1 true=10 lat=1580ms
      teaching::0057 GACA  pred=11 true=10 lat=2079ms
      teaching::0077 VL    pred=17 true=6 lat=1690ms
      teaching::0077 FR    pred=5 true=6 lat=2470ms
      teaching::0077 GR    pred=17 true=6 lat=1775ms
      teaching::0077 GACA  pred=6 true=6 lat=2296ms
      teaching::0097 VL    pred=10 true=2 lat=1502ms
      teaching::0097 FR    pred=11 true=2 lat=1398ms
      teaching::0097 GR    pred=11 true=2 lat=1937ms
      teaching::0097 GACA  pred=11 true=2 lat=1796ms
      teaching::0018 VL    pred=19 true=19 lat=1711ms
      teaching::0018 FR    pred=19 true=19 lat=1666ms
      teaching::0018 GR    pred=19 true=19 lat=1381ms
      teaching::0018 GACA  pred=19 true=19 lat=2511ms
      teaching::0038 VL    pred=5 true=15 lat=1808ms
      teaching::0038 FR    pred=5 true=15 lat=1900ms
      teaching::0038 GR    pred=5 true=15 lat=1347ms
      teaching::0038 GACA  pred=5 true=15 lat=2458ms
      teaching::0058 VL    pred=11 true=11 lat=1659ms
      teaching::0058 FR    pred=11 true=11 lat=1668ms
      teaching::0058 GR    pred=17 true=11 lat=1571ms
      teaching::0058 GACA  pred=11 true=11 lat=2447ms
      teaching::0078 VL    pred=7 true=7 lat=1666ms
      teaching::0078 FR    pred=11 true=7 lat=1345ms
      teaching::0078 GR    pred=1 true=7 lat=1223ms
      teaching::0078 GACA  pred=11 true=7 lat=2148ms
      teaching::0098 VL    pred=3 true=3 lat=1753ms
      teaching::0098 FR    pred=3 true=3 lat=1766ms
      teaching::0098 GR    pred=3 true=3 lat=1679ms
      teaching::0098 GACA  pred=3 true=3 lat=2285ms
      teaching::0019 VL    pred=20 true=20 lat=1565ms
      teaching::0019 FR    pred=20 true=20 lat=1634ms
      teaching::0019 GR    pred=20 true=20 lat=1380ms
      teaching::0019 GACA  pred=20 true=20 lat=2645ms
      teaching::0039 VL    pred=16 true=16 lat=1641ms
      teaching::0039 FR    pred=10 true=16 lat=1439ms
      teaching::0039 GR    pred=20 true=16 lat=1765ms
      teaching::0039 GACA  pred=10 true=16 lat=2199ms
      teaching::0059 VL    pred=24 true=12 lat=1469ms
      teaching::0059 FR    pred=24 true=12 lat=1364ms
      teaching::0059 GR    pred=19 true=12 lat=2059ms
      teaching::0059 GACA  pred=12 true=12 lat=2142ms
      teaching::0079 VL    pred=11 true=8 lat=1547ms
      teaching::0079 FR    pred=11 true=8 lat=1378ms
      teaching::0079 GR    pred=11 true=8 lat=1773ms
      teaching::0079 GACA  pred=11 true=8 lat=2018ms
      teaching::0099 VL    pred=4 true=4 lat=1703ms
      teaching::0099 FR    pred=4 true=4 lat=2103ms
      teaching::0099 GR    pred=4 true=4 lat=1680ms
      teaching::0099 GACA  pred=4 true=4 lat=2305ms
Done. Results in results_main.jsonl
